'hood#n	08641944n
speech_spectrum#n	11510896n
speech_therapist#n	10634464n
speech_therapy#n	00707213n
speechifier#n	10380672n
speechify#v	00990008v
speechless#a	00152629a
speechlessly#r	00463876r
speechlessness#n	04982745n
speechmaker#n	10380672n
speechmaking#n	07241837n
speechwriter#n	10631654n
speed#n	15282696n
speed#v	02058994v
speed-reading#n	05809082n
speed_bump#n	04273659n
speed_cop#n	10333838n
speed_demon#n	10634596n
speed_freak#n	10634723n
speed_indicator#n	04273796n
speed_limit#n	06664473n
speed_of_light#n	15284285n
speed_skate#n	04273972n
speed_skate#v	01938288v
speed_skater#n	10634849n
speed_skating#n	00449168n
speed_trap#n	05837743n
speed_up#v	00438178v
speedboat#n	04273569n
speeder#n	10634596n
speedily#r	00085811r
speediness#n	05059132n
speeding#n	00330160n
speeding_ticket#n	06558893n
speedometer#n	04273796n
speedskater#n	10634849n
speedup#n	00330457n
speedway#n	04274214n
speedwell#n	12890265n
speedy#a	00979862a
speer#n	11309958n
speke#n	11310081n
spelaeologist#n	10460286n
spelaeology#n	06121554n
speleologist#n	10460286n
speleology#n	06121554n
spell#n	14407536n
spell#v	00937879v
spell-bound#a	00865848a
spell-checker#n	06420053n
spell_out#v	01005904v
spellbind#v	01821132v
spellbinder#n	10634990n
spellbinding#a	00168188a
spellbound#a	00865848a
spelldown#n	07477066n
speller#n	10635149n
spelling#n	06353445n
spelling_bee#n	07477066n
spelling_checker#n	06420053n
spelling_contest#n	07477066n
spelt#n	12143065n
spelter#n	15049745n
spelunk#v	00649887v
spelunker#n	10460286n
spencer#n	11310321n
spencer_tracy#n	11347519n
spend#v	02708420v
spend-all#n	10635460n
spend_a_penny#v	00072012v
spendable#a	00777891a
spender#n	11310523n
spending#n	01122149n
spending_cut#n	00353013n
spending_money#n	13422545n
spending_spree#n	00510624n
spendthrift#n	10635460n
spendthrift#a	02422242a
spendthrift_trust#n	13363056n
spengler#n	11310679n
spenser#n	11310833n
spenserian_sonnet#n	06383334n
spenserian_stanza#n	06386440n
spent#a	00926141a
spergula#n	11817000n
spergula_arvensis#n	11817160n
spergularia#n	11817329n
spergularia_rubra#n	11817501n
sperm#n	05457469n
sperm-filled#a	01086042a
sperm_bank#n	04274309n
sperm_cell#n	05457469n
sperm_count#n	13593065n
sperm_oil#n	15049902n
sperm_whale#n	02067240n
spermaceti#n	15095389n
spermatic#a	02800529a
spermatic_cord#n	05527848n
spermatid#n	05459101n
spermatocele#n	05458859n
spermatocide#n	04274396n
spermatocyte#n	05458990n
spermatogenesis#n	13560329n
spermatophyta#n	11551211n
spermatophyte#n	11552386n
spermatozoan#n	05457469n
spermatozoid#n	13095543n
spermatozoon#n	05457469n
spermicidal#a	02800427a
spermicide#n	04274396n
spermophile#n	02358091n
spermophilus#n	02357741n
spermous#a	02800529a
sperry#n	11311011n
spew#v	00101956v
spew_out#v	00077071v
spewer#n	10759702n
spf#n	05118707n
sphacelate#v	00097394v
sphacele#n	12851673n
sphacele_calycina#n	12851860n
sphacelotheca#n	13067532n
sphacelotheca_reiliana#n	13067672n
sphacelus#n	14313440n
sphaeralcea#n	12187450n
sphaeralcea_coccinea#n	12187891n
sphaeralcea_fasciculata#n	12183026n
sphaeralcea_remota#n	12181352n
sphaeriaceae#n	12964130n
sphaeriales#n	12963796n
sphaerobolaceae#n	13047011n
sphaerocarpaceae#n	11544314n
sphaerocarpales#n	11544131n
sphaerocarpos#n	11544540n
sphaerocarpus#n	11544540n
sphagnales#n	11541713n
sphagnum#n	11542137n
sphagnum_moss#n	11542137n
sphalerite#n	15107876n
sphecidae#n	02215334n
sphecius#n	02216066n
sphecius_speciosis#n	02216211n
sphecoid#n	02215161n
sphecoid_wasp#n	02215161n
sphecoidea#n	02214972n
sphecotheres#n	01576212n
sphenion#n	05235350n
spheniscidae#n	02055431n
sphenisciform_seabird#n	02055658n
sphenisciformes#n	02055280n
spheniscus#n	02056873n
spheniscus_demersus#n	02057035n
sphenodon#n	01673118n
sphenodon_punctatum#n	01673282n
sphenoid#n	05280998n
sphenoid_bone#n	05280998n
sphenoid_fontanel#n	05543541n
sphenoid_fontanelle#n	05543541n
sphenoidal_fontanel#n	05543541n
sphenoidal_fontanelle#n	05543541n
sphenopsida#n	13218722n
sphere#n	14514039n
sphere_of_influence#n	08653570n
spheric#a	02041229a
spherical#a	02800689a
spherical_aberration#n	11513761n
spherical_angle#n	13889331n
spherical_geometry#n	06007859n
spherical_polygon#n	13883603n
spherical_triangle#n	13883763n
spherical_trigonometry#n	06008007n
spherically#r	00143621r
sphericalness#n	05073131n
sphericity#n	05073131n
spherocyte#n	05455113n
spheroid#n	13898645n
spheroid_joint#n	05595531n
spheroidal#a	02046446a
spherometer#n	04274686n
spherule#n	13899735n
sphincter#n	05570839n
sphincter_ani#n	05571713n
sphincter_muscle#n	05570839n
sphingid#n	02298541n
sphingidae#n	02298379n
sphingine#a	02800941a
sphinx#n	10635788n
sphinx_moth#n	02298541n
sphygmomanometer#n	04274985n
sphyraena#n	02603174n
sphyraena_barracuda#n	02603540n
sphyraenidae#n	02602970n
sphyrapicus#n	01840968n
sphyrapicus_varius#n	01841288n
sphyrapicus_varius_ruber#n	01841441n
sphyrna#n	01494339n
sphyrna_tiburo#n	01495006n
sphyrna_tudes#n	01494882n
sphyrna_zygaena#n	01494757n
sphyrnidae#n	01494188n
spic#n	09720406n
spic#a	00418364a
spic-and-span#a	01641460a
spica#n	09442496n
spicate#a	03119811a
spiccato#n	00101570n
spiccato_bowing#n	00101570n
spice#n	15050011n
spice#v	00559919v
spice-scented#a	01057270a
spice_bush#n	11706325n
spice_cake#n	07633064n
spice_cookie#n	07635934n
spice_islands#n	08909233n
spice_rack#n	04275175n
spice_tree#n	13111174n
spice_up#v	02192570v
spiceberry#n	12097396n
spicebush#n	11706325n
spicemill#n	04275093n
spicery#n	04992570n
spicily#r	00422944r
spiciness#n	04992570n
spick#n	09720406n
spick#a	00418364a
spick-and-span#a	01641460a
spicule#n	05473318n
spiculum#n	05473318n
spicy#a	02398378a
spider#n	01772222n
spider's_web#n	04275548n
spider-shaped#a	02150130a
spider_angioma#n	14248069n
spider_brake#n	13214340n
spider_crab#n	01981702n
spider_fern#n	13214485n
spider_flower#n	11866469n
spider_mite#n	01782209n
spider_monkey#n	02493793n
spider_nevus#n	14248069n
spider_orchid#n	12075151n
spider_plant#n	11866469n
spider_web#n	04275548n
spiderflower#n	11866248n
spiderlike#a	02636811a
spiderly#a	02636811a
spiderwort#n	12606545n
spiderwort_family#n	12605965n
spidery#a	02636811a
spiegel#n	15049401n
spiegel_iron#n	15049401n
spiegeleisen#n	15049401n
spiel#n	07013400n
spiel#v	01724459v
spiel_off#v	00945648v
spielberg#n	11311173n
spielmeyer-vogt_disease#n	14169128n
spiff#n	04687822n
spiff_up#v	00293977v
spiffed_up#a	00455824a
spiffing#a	02344381a
spiffy#a	00971933a
spigot#n	04390977n
spik#n	09720406n
spike#n	07308450n
spike#v	02558090v
spike_arrester#n	04364160n
spike_heath#n	12232851n
spike_heel#n	04276808n
spike_lavender#n	12850336n
spike_lavender_oil#n	12850531n
spike_lee#n	11124647n
spike_mike#n	04276929n
spike_moss#n	13224673n
spike_oil#n	12850531n
spike_out#v	00294718v
spike_rush#n	12153580n
spike_suppressor#n	04364160n
spiked#a	01811352a
spiked_loosestrife#n	12328567n
spikelet#n	13089631n
spikelike#a	01811430a
spikemoss#n	13224673n
spikenard#n	03809211n
spiky#a	01214255a
spile#n	03936269n
spill#n	15049594n
spill#v	01542207v
spill_out#v	02070150v
spill_over#v	01763101v
spill_the_beans#v	00937208v
spillage#n	13763806n
spillane#n	11311287n
spiller#n	10587378n
spillikin#n	03591465n
spillikins#n	00485450n
spillover#n	11513880n
spillway#n	04277034n
spilogale#n	02446888n
spilogale_putorius#n	02447021n
spin#n	07442288n
spin#v	02046755v
spin-dry#v	00215363v
spin-off#n	02930492n
spin_around#v	02046755v
spin_doctor#n	10636014n
spin_drier#n	04277826n
spin_dryer#n	04277826n
spin_off#v	00345184v
spin_out#v	00318706v
spin_the_bottle#n	00487453n
spin_the_plate#n	00487617n
spin_the_platter#n	00487617n
spina_bifida#n	14471224n
spinach#n	11835568n
spinach_beet#n	11832671n
spinach_blight#n	14218717n
spinach_mustard#n	11879291n
spinach_plant#n	11835568n
spinacia#n	11835451n
spinacia_oleracea#n	11835568n
spinal#n	14029405n
spinal#a	02884456a
spinal_accessory#n	05480401n
spinal_anaesthesia#n	14029405n
spinal_anaesthetic#n	04277204n
spinal_anesthesia#n	14029405n
spinal_anesthetic#n	04277204n
spinal_canal#n	05249232n
spinal_column#n	05588174n
spinal_cord#n	05503705n
spinal_curvature#n	14504889n
spinal_fluid#n	05504107n
spinal_fusion#n	00699517n
spinal_nerve#n	05569053n
spinal_puncture#n	00944068n
spinal_tap#n	00944068n
spinal_vein#n	05380697n
spinally#r	00136377r
spindle#n	05605498n
spindle-legged#a	00991481a
spindle-shanked#a	00991481a
spindle-shaped#a	01810613a
spindle-tree_family#n	12747563n
spindle_horn#n	02428842n
spindle_tree#n	12749049n
spindleberry#n	12749049n
spindleberry_tree#n	12749049n
spindlelegs#n	10635907n
spindleshanks#n	10635907n
spindly#a	00989647a
spindrift#n	15056827n
spine#n	05588174n
spine-tipped#a	02431351a
spinel#n	15050898n
spinel_ruby#n	15051129n
spineless#a	02325816a
spinelessness#n	04889966n
spinet#n	04278353n
spininess#n	04949799n
spinmeister#n	10636014n
spinnability#n	04720685n
spinnable#a	02364834a
spinnaker#n	04278447n
spinnbar#a	01023010a
spinnbarkeit#n	04720879n
spinner#n	10636340n
spinney#n	08437968n
spinning#n	00909193n
spinning_frame#n	04278932n
spinning_jenny#n	04279063n
spinning_machine#n	04279172n
spinning_rod#n	04279353n
spinning_top#n	04454240n
spinning_wheel#n	04279462n
spinocerebellar_disorder#n	14471507n
spinose#a	02248011a
spinous#a	02278738a
spinoza#n	11311450n
spinster#n	10636488n
spinsterhood#n	13967827n
spinus#n	01532107n
spinus_pinus#n	01532511n
spinus_tristis#n	01532325n
spiny#a	02278738a
spiny-backed#a	00200760a
spiny-edged#a	00259098a
spiny-finned#a	03119937a
spiny-finned_fish#n	02552171n
spiny-headed_worm#n	01923404n
spiny-leafed#a	01703237a
spiny-leaved#a	01703237a
spiny-stemmed#a	00321770a
spiny_anteater#n	01872772n
spiny_dogfish#n	01493541n
spiny_lizard#n	01689081n
spiny_lobster#n	07793260n
spiny_puffer#n	02655523n
spiny_softshell#n	01672432n
spiny_talinum#n	11864114n
spipistrellus_hesperus#n	02148245n
spiracle#n	05250310n
spiraea#n	12795555n
spiraea_prunifolia#n	12659539n
spiral#n	13876371n
spiral#v	02049190v
spiral#a	02317598a
spiral-shelled#a	02596810a
spiral_bandage#n	04279858n
spiral_galaxy#n	08271457n
spiral_nebula#n	08271457n
spiral_ratchet_screwdriver#n	04279987n
spiral_spring#n	04280259n
spiraling#a	02317598a
spirally#r	00464044r
spirant#n	07118554n
spirant#a	01157179a
spiranthes#n	12083339n
spiranthes_cernua#n	12083847n
spiranthes_porrifolia#n	12084400n
spiranthes_romanzoffiana#n	12084158n
spiranthes_spiralis#n	12084555n
spire#n	04312432n
spirea#n	12795555n
spirilla#n	01351315n
spirillaceae#n	01363423n
spirillum#n	01363719n
spirillum_fever#n	14567690n
spirillum_minus#n	01363887n
spirit#n	10636598n
spirit#v	00193130v
spirit_away#v	01435000v
spirit_gum#n	14704328n
spirit_lamp#n	04280373n
spirit_level#n	03658858n
spirit_of_turpentine#n	14893652n
spirit_off#v	01435000v
spirit_rapper#n	10488513n
spirit_rapping#n	07257227n
spirit_stove#n	04280487n
spirit_up#v	00193130v
spirit_world#n	05631841n
spirited#a	02278939a
spiritedly#r	00034746r
spiritedness#n	04631700n
spiritise#v	01229631v
spiritism#n	04621314n
spiritize#v	01229631v
spiritless#a	02281325a
spiritlessness#n	04636610n
spiritous#a	01159217a
spirits#n	07901587n
spirits_of_ammonia#n	15052063n
spirits_of_wine#n	14709706n
spiritual#n	07035598n
spiritual#a	02056265a
spiritual_being#n	09504135n
spiritual_bouquet#n	06628663n
spiritual_domain#n	05952199n
spiritual_jewel#n	09533910n
spiritual_leader#n	09505153n
spiritual_rebirth#n	00094788n
spiritual_world#n	05952199n
spiritualisation#n	00583933n
spiritualise#v	00623947v
spiritualism#n	05976805n
spiritualist#n	10306279n
spiritualist#a	02911876a
spiritualistic#a	02911876a
spirituality#n	13247818n
spiritualization#n	00583933n
spiritualize#v	00623947v
spiritually#r	00211517r
spiritualty#n	13247818n
spirituous#a	01159217a
spirochaeta#n	01381829n
spirochaetaceae#n	01381604n
spirochaetales#n	01381399n
spirochaete#n	01382033n
spirochete#n	01382033n
spirodela#n	11795366n
spirodela_polyrrhiza#n	11795580n
spirogram#n	04280603n
spirograph#n	04280706n
spirogyra#n	01410689n
spirometer#n	04280845n
spirometry#n	01005473n
spironolactone#n	14754192n
spirt#n	07436100n
spirt#v	02068413v
spirula#n	01973148n
spirula_peronii#n	01973148n
spirulidae#n	01972733n
spit#n	09442595n
spit#v	00101956v
spit_and_polish#n	14496977n
spit_curl#n	05258627n
spit_out#v	00102303v
spit_up#v	02200341v
spitball#n	04281131n
spite#n	07550666n
spite#v	01793177v
spiteful#a	00225099a
spitefully#r	00309351r
spitefulness#n	07550666n
spitfire#n	10636746n
spitsbergen#n	08764717n
spitter#n	10636874n
spitting#n	00118552n
spitting_cobra#n	01748686n
spitting_image#n	04747616n
spitting_snake#n	01749244n
spittle#n	05416198n
spittle_insect#n	02257715n
spittlebug#n	02257715n
spittoon#n	04281260n
spitz#n	02111626n
spitzbergen#n	08764717n
spiv#n	10637038n
spizella#n	01535842n
spizella_arborea#n	01536334n
spizella_passerina#n	01536035n
spizella_pusilla#n	01536186n
splanchnic#a	02862964a
splanchnic_nerve#n	05505479n
splash#n	07395104n
splash#v	01374767v
splash-guard#n	03796605n
splash_around#v	02419613v
splash_guard#n	03796605n
splashboard#n	04554211n
splashdown#n	00305980n
splashed#a	00542501a
splasher#n	04281571n
splashiness#n	04817923n
splashing#n	00717748n
splashy#a	02801037a
splat#n	07395303n
splat#v	02173513v
splatter#n	07394814n
splatter#v	01542207v
splattered#a	01695891a
splattering#n	07394814n
splay#n	04281880n
splay#v	02045655v
splay#a	01032978a
splayfoot#n	05576421n
splayfoot#a	01032710a
splayfooted#a	01032710a
spleen#n	05333467n
spleenwort#n	13180534n
splendid#a	00219389a
splendidly#r	00182316r
splendiferous#a	00219389a
splendor#n	04954920n
splendour#n	04954920n
splenectomy#n	00687769n
splenetic#a	02801156a
splenic#a	02801156a
splenic_artery#n	05350061n
splenic_fever#n	14260182n
splenic_vein#n	05380822n
splenitis#n	14355819n
splenius#n	05575743n
splenius_muscle#n	05575743n
splenomegaly#n	14368192n
splice#n	04281998n
splice#v	01560184v
splicer#n	10637360n
splicing#n	04281998n
spliff#n	03600806n
spline#n	04282379n
splint#n	09442723n
splint#v	00083661v
splint_bone#n	02322817n
splinter#n	09442838n
splinter#v	02535457v
splinter_group#n	08252083n
splintering#n	00377169n
splinterless#a	00710097a
splinterproof#a	00710097a
splinters#n	14949075n
splintery#a	00709625a
split#n	00437929n
split#v	02467662v
split#a	02481012a
split-brain_technique#n	00667612n
split-half_correlation#n	06035674n
split-pea#n	07726009n
split-pea_soup#n	07588299n
split_decision#n	07293903n
split_down#n	00439284n
split_end#n	10637483n
split_infinitive#n	06317107n
split_personality#n	14394783n
split_rail#n	04282872n
split_run#n	15262624n
split_second#n	15247110n
split_shift#n	15293091n
split_ticket#n	00184501n
split_up#n	00439043n
split_up#v	02490634v
splitsaw#n	04094608n
splitsville#n	00215534n
splitter#n	10637839n
splitting#a	00300469a
splitworm#n	02294407n
splodge#n	04694809n
splosh#v	02186868v
splotch#n	04694809n
splotch#v	01532329v
splotched#a	01787408a
splurge#n	06890000n
splurge#v	02269003v
splutter#n	07394814n
splutter#v	00986897v
spock#n	11311623n
spode#n	11311817n
spodoptera#n	02297635n
spodoptera_exigua#n	02297938n
spodoptera_frugiperda#n	02298218n
spodumene#n	15052223n
spoil#n	13262462n
spoil#v	02527651v
spoilable#n	07937344n
spoilable#a	01753785a
spoilage#n	13763888n
spoilation#n	00966869n
spoiled#a	01138902a
spoiler#n	10637961n
spoiling#n	13560417n
spoils_system#n	05664803n
spoilsport#n	10638136n
spoilt#a	01138902a
spokane#n	09154607n
spoke#n	04283378n
spoken#a	02283703a
spoken_communication#n	07109196n
spoken_language#n	07109196n
spoken_word#n	06304576n
spokeshave#n	04283585n
spokesman#n	10638310n
spokesperson#n	10638385n
spokeswoman#n	10638734n
spoliation#n	01249616n
spondaic#a	03120034a
spondaise#v	01703195v
spondaize#v	01703195v
spondee#n	07095775n
spondias#n	12765679n
spondias_mombin#n	12765846n
spondias_purpurea#n	12766043n
spondylarthritis#n	14189065n
spondylitis#n	14355901n
spondylolisthesis#n	14294517n
sponge#n	14597758n
sponge#v	01392663v
sponge_bag#n	04446844n
sponge_bath#n	00258403n
sponge_cake#n	07632037n
sponge_cloth#n	04283784n
sponge_down#v	01250795v
sponge_genus#n	01907034n
sponge_gourd#n	12166424n
sponge_mop#n	04283905n
sponge_morel#n	13032381n
sponge_mushroom#n	13032381n
sponge_off#v	01250795v
sponge_on#v	01364874v
sponge_up#v	01539487v
spongefly#n	02267826n
spongelike#a	01154964a
sponger#n	10638813n
spongillafly#n	02267826n
sponginess#n	04940379n
spongioblast#n	05242239n
spongioblastoma#n	14236872n
spongy#a	01154964a
sponsor#n	10407954n
sponsor#v	02219940v
sponsorship#n	01215036n
spontaneity#n	04786763n
spontaneous#a	02282376a
spontaneous_abortion#n	00230475n
spontaneous_combustion#n	13560586n
spontaneous_generation#n	11420376n
spontaneously#r	00191889r
spontaneousness#n	04786763n
spoof#n	06780309n
spoof#v	00849939v
spook#n	09976917n
spook#v	01830965v
spookily#r	00325802r
spooky#a	00919155a
spool#n	02860415n
spool#v	02233533v
spoon#n	04284002n
spoon#v	01579622v
spoon-shaped#a	02150220a
spoon_bread#n	07689313n
spoon_food#n	07564796n
spoonbill#n	02006656n
spoonbill_catfish#n	02520147n
spoondrift#n	15056827n
spoonerism#n	06770164n
spoonfeed#v	01179638v
spoonfeeding#n	01059189n
spoonflower#n	11793403n
spoonful#n	13770169n
spoonleaf_yucca#n	12483427n
spoor#n	09443281n
sporadic#a	00593374a
sporadically#r	00212974r
sporangiophore#n	13091982n
sporangium#n	13091774n
sporanox#n	03588668n
spore#n	11547855n
spore-bearing#a	02598110a
spore_case#n	13091774n
spore_mother_cell#n	11688958n
spore_sac#n	13091774n
spork#n	04284438n
sporobolus#n	12140137n
sporobolus_cryptandrus#n	12140759n
sporobolus_poiretii#n	12140511n
sporocarp#n	11550725n
sporogenous#a	02801641a
sporophore#n	13093380n
sporophyl#n	13091620n
sporophyll#n	13091620n
sporophyte#n	11686912n
sporotrichosis#n	14182453n
sporozoa#n	01421496n
sporozoan#n	01421807n
sporozoite#n	01422185n
sporran#n	04284572n
sport#n	00523513n
sport#v	02631659v
sport_car#n	04285008n
sport_coat#n	02850358n
sport_fish#n	02512830n
sport_jacket#n	02850358n
sport_kite#n	04284869n
sport_shirt#n	03978966n
sport_utility#n	04285965n
sport_utility_vehicle#n	04285965n
sportfishing#n	00453935n
sporting#a	00956733a
sporting_chance#n	05092969n
sporting_dog#n	02098550n
sporting_goods#n	04284735n
sporting_house#n	04581595n
sporting_lady#n	10485440n
sporting_life#n	00506554n
sporting_man#n	10639469n
sportingly#r	00464138r
sportive#a	02801749a
sportively#r	00034862r
sportiveness#n	04649835n
sports_announcer#n	10639637n
sports_arena#n	03333610n
sports_car#n	04285008n
sports_coat#n	02850358n
sports_commentator#n	10639637n
sports_desk#n	08118725n
sports_editor#n	10639817n
sports_equipment#n	04285146n
sports_fan#n	10639925n
sports_implement#n	04285622n
sports_jacket#n	02850358n
sports_medicine#n	06063417n
sports_meeting#n	07467846n
sports_page#n	06257909n
sports_section#n	06392787n
sports_stadium#n	04295881n
sports_writer#n	10640084n
sportscast#n	06683595n
sportscast#v	00969260v
sportscaster#n	10639637n
sportsman#n	10638922n
